epoch,custom_loss_function,loss,mean_absolute_error,mean_squared_error,val_custom_loss_function,val_loss,val_mean_absolute_error,val_mean_squared_error
0,0.20993806421756744,0.004468463361263275,0.04608448967337608,0.004468463361263275,0.12238261848688126,0.0014337587635964155,0.026958603411912918,0.0014337587635964155
1,0.19749106466770172,0.004100782796740532,0.043821435421705246,0.004100782796740532,0.1346989870071411,0.0016247524181380868,0.028860071673989296,0.0016247524181380868
2,0.19576936960220337,0.00401400588452816,0.04353483393788338,0.00401400588452816,0.14189189672470093,0.0017593877855688334,0.030175164341926575,0.0017593877855688334
3,0.1931287944316864,0.00392072182148695,0.04304589703679085,0.00392072182148695,0.1380249559879303,0.0016762829618528485,0.02947598695755005,0.0016762829618528485
4,0.19254381954669952,0.0039035684894770384,0.04290962219238281,0.0039035684894770384,0.13570430874824524,0.0016379522858187556,0.028840957209467888,0.0016379522858187556
5,0.18987032771110535,0.0037708308082073927,0.042468585073947906,0.0037708308082073927,0.1505679339170456,0.0019246438750997186,0.03173854574561119,0.0019246438750997186
6,0.18853287398815155,0.0037088701501488686,0.04217961058020592,0.0037088701501488686,0.12638290226459503,0.0015013600932434201,0.027421211823821068,0.0015013600932434201
7,0.18725340068340302,0.0036500710994005203,0.04191141575574875,0.0036500710994005203,0.14082789421081543,0.0017248165095224977,0.02989104390144348,0.0017248165095224977
8,0.1858615130186081,0.0035866801626980305,0.041580893099308014,0.0035866801626980305,0.13541769981384277,0.0016355543630197644,0.02862033061683178,0.0016355543630197644
9,0.18379411101341248,0.0035099699161946774,0.04127050191164017,0.0035099699161946774,0.1402541846036911,0.0017143497243523598,0.029582038521766663,0.0017143497243523598
10,0.1832042634487152,0.0035064411349594593,0.04111073166131973,0.0035064411349594593,0.139677494764328,0.0017096813535317779,0.029478585347533226,0.0017096813535317779
11,0.1810547113418579,0.0034375214017927647,0.04065319150686264,0.0034375214017927647,0.13262204825878143,0.0016186696011573076,0.028132591396570206,0.0016186696011573076
12,0.1806042641401291,0.0034005879424512386,0.04059814661741257,0.0034005879424512386,0.13034749031066895,0.0015904585598036647,0.027896948158740997,0.0015904585598036647
13,0.17929711937904358,0.0033378589432686567,0.040294475853443146,0.0033378589432686567,0.13669410347938538,0.0017152143409475684,0.029042920097708702,0.0017152143409475684
14,0.179058238863945,0.0032940052915364504,0.040227264165878296,0.0032940052915364504,0.13905130326747894,0.0017566545866429806,0.029414499178528786,0.0017566545866429806
15,0.17886589467525482,0.003297765739262104,0.040238406509160995,0.003297765739262104,0.13524720072746277,0.0016829713713377714,0.02876243181526661,0.0016829713713377714
16,0.17703156173229218,0.0032286429777741432,0.03987862169742584,0.0032286429777741432,0.1395195871591568,0.0017439397051930428,0.029683055356144905,0.0017439397051930428
17,0.17458418011665344,0.003153644036501646,0.039312973618507385,0.003153644036501646,0.14011147618293762,0.0017883869586512446,0.029888492077589035,0.0017883869586512446
18,0.17431367933750153,0.003133042249828577,0.039267491549253464,0.003133042249828577,0.13299351930618286,0.0016232825582847,0.028324730694293976,0.0016232825582847
19,0.17260144650936127,0.003050611587241292,0.03887651115655899,0.003050611587241292,0.1341736763715744,0.0017050543101504445,0.02888455055654049,0.0017050543101504445
20,0.17351612448692322,0.0030825091525912285,0.03910777345299721,0.0030825091525912285,0.13658489286899567,0.0016947638941928744,0.029074043035507202,0.0016947638941928744
21,0.1716376394033432,0.003007615217939019,0.038692157715559006,0.003007615217939019,0.15044055879116058,0.0018980983877554536,0.03174940496683121,0.0018980983877554536
22,0.17060311138629913,0.002990986919030547,0.038470860570669174,0.002990986919030547,0.13111481070518494,0.001606239820830524,0.02822292409837246,0.001606239820830524
23,0.1707877665758133,0.0029998403042554855,0.03854488208889961,0.0029998403042554855,0.13837260007858276,0.0016967006959021091,0.029373323544859886,0.0016967006959021091
24,0.1699923723936081,0.0029615198727697134,0.03838542848825455,0.0029615198727697134,0.14125566184520721,0.0017481636023148894,0.029889767989516258,0.0017481636023148894
25,0.1695409119129181,0.00292618153616786,0.03824808821082115,0.00292618153616786,0.1358737200498581,0.0016975660109892488,0.029038017615675926,0.0016975660109892488
26,0.16757284104824066,0.002840312197804451,0.037885427474975586,0.002840312197804451,0.13006287813186646,0.0015608834801241755,0.02796054072678089,0.0015608834801241755
27,0.16754527390003204,0.0028810743242502213,0.037840209901332855,0.0028810743242502213,0.12784363329410553,0.0015582495834678411,0.02756856568157673,0.0015582495834678411
28,0.16770781576633453,0.0029076174832880497,0.03793191909790039,0.0029076174832880497,0.13126014173030853,0.0015954500995576382,0.027986979112029076,0.0015954500995576382
29,0.16496692597866058,0.0027450863271951675,0.03727203235030174,0.0027450863271951675,0.13640570640563965,0.0016793768154457211,0.02913948893547058,0.0016793768154457211
30,0.16433005034923553,0.0027505906764417887,0.03717348724603653,0.0027505906764417887,0.1467275470495224,0.0018312332686036825,0.031201845034956932,0.0018312332686036825
31,0.16523003578186035,0.0027864407747983932,0.03736056014895439,0.0027864407747983932,0.13570767641067505,0.001659651636146009,0.028792887926101685,0.001659651636146009
32,0.16538988053798676,0.002759091090410948,0.037423256784677505,0.002759091090410948,0.13685408234596252,0.0016890047118067741,0.028925960883498192,0.0016890047118067741
33,0.16454407572746277,0.0027393444906920195,0.03722812235355377,0.0027393444906920195,0.12365411221981049,0.0014620667789131403,0.027078168466687202,0.0014620667789131403
34,0.16486775875091553,0.0027570256497710943,0.03726670518517494,0.0027570256497710943,0.1300043761730194,0.001551812281832099,0.027778539806604385,0.001551812281832099
35,0.16258876025676727,0.002648252295330167,0.036792367696762085,0.002648252295330167,0.12525047361850739,0.0015071197412908077,0.027074450626969337,0.0015071197412908077
36,0.1617444008588791,0.002633080817759037,0.03663944825530052,0.002633080817759037,0.12714877724647522,0.001534690149128437,0.027416501194238663,0.001534690149128437
37,0.1620658040046692,0.0026615953538566828,0.03668802231550217,0.0026615953538566828,0.13704635202884674,0.0017058778321370482,0.029098423197865486,0.0017058778321370482
38,0.1622970849275589,0.0026622284203767776,0.036715369671583176,0.0026622284203767776,0.1323748379945755,0.001606857287697494,0.028128689154982567,0.001606857287697494
39,0.16104330122470856,0.00260563800111413,0.036462604999542236,0.00260563800111413,0.12835489213466644,0.0015609880210831761,0.02767115645110607,0.0015609880210831761
40,0.16003632545471191,0.0025884252972900867,0.03620808571577072,0.0025884252972900867,0.13305553793907166,0.0016299777198582888,0.02873552031815052,0.0016299777198582888
41,0.16087374091148376,0.0026052880566567183,0.03643754869699478,0.0026052880566567183,0.13576902449131012,0.0016622768016532063,0.02908552996814251,0.0016622768016532063
42,0.15973569452762604,0.002558385021984577,0.036221105605363846,0.002558385021984577,0.12587910890579224,0.00152014777995646,0.02736777998507023,0.00152014777995646
43,0.1588498055934906,0.0025272865314036608,0.03598613664507866,0.0025272865314036608,0.1292027086019516,0.0015636468306183815,0.027994520962238312,0.0015636468306183815
