loss,val_loss
-0.005305236671119928,0.05225418880581856
-0.007892828434705734,0.054847054183483124
-0.013112583197653294,-0.047210074961185455
0.005062940530478954,-0.03578324243426323
-0.022556928917765617,-0.011415790766477585
-0.05296403542160988,-0.0806882232427597
-0.036094553768634796,-0.09385941177606583
-0.0705675557255745,-0.07314486801624298
-0.0703674852848053,-0.0835028663277626
-0.08774256706237793,-0.1146513819694519
-0.08328389376401901,-0.06540784239768982
-0.09140719473361969,-0.12798745930194855
-0.08702082186937332,-0.12528786063194275
-0.09872561693191528,-0.14087265729904175
-0.11297064274549484,-0.14893130958080292
-0.11665510386228561,-0.14263109862804413
-0.10513947159051895,-0.07040466368198395
-0.11839164793491364,-0.0909019410610199
-0.1176053062081337,-0.09665349870920181
-0.13619674742221832,-0.10861020535230637
-0.12482688575983047,-0.07734315097332001
-0.11288485676050186,-0.08690410107374191
-0.1308775693178177,-0.07678409665822983
-0.11622333526611328,-0.10099853575229645
-0.1323263943195343,-0.09933538734912872
-0.12701202929019928,-0.09343603253364563
-0.0886899009346962,-0.13475245237350464
-0.10942139476537704,-0.10675494372844696
-0.11975745856761932,-0.11874953657388687
-0.12695594131946564,-0.1077713817358017
-0.09827011078596115,-0.10842785239219666
-0.12823040783405304,-0.0930422991514206
-0.13546377420425415,-0.1059546023607254
-0.12060025334358215,-0.11879869550466537
-0.11557053029537201,-0.09593715518712997
-0.12352415174245834,-0.09128623455762863
-0.13791465759277344,-0.10810929536819458
-0.0991450697183609,-0.07255814969539642
-0.11561038345098495,-0.06509186327457428
-0.12866422533988953,-0.1053338497877121
-0.14102621376514435,-0.08096548914909363
-0.136322483420372,-0.1217256560921669
-0.13565611839294434,-0.1023394763469696
-0.10032039135694504,-0.11680369079113007
-0.16081435978412628,-0.1195649802684784
-0.13569270074367523,-0.13450457155704498
-0.15263478457927704,-0.12013505399227142
-0.1271526962518692,-0.10593584179878235
-0.1375294029712677,-0.05001029372215271
-0.13098400831222534,-0.09712646901607513
-0.13760636746883392,-0.09041746705770493
-0.14347755908966064,-0.09276288002729416
-0.1356845200061798,-0.10615970939397812
-0.131188303232193,-0.08589344471693039
-0.14571264386177063,-0.092539943754673
-0.14584749937057495,-0.08100475370883942
-0.1545097529888153,-0.1296798139810562
-0.14700545370578766,-0.10571244359016418
-0.1457202136516571,-0.09236157685518265
-0.15453822910785675,-0.08010402321815491
-0.1464729756116867,-0.09421852976083755
-0.14043834805488586,-0.09155222028493881
-0.14190441370010376,-0.0964706540107727
-0.1406744122505188,-0.07669158279895782
-0.14979369938373566,-0.10368913412094116
-0.1437494158744812,-0.0971827581524849
-0.14822985231876373,-0.09330461174249649
-0.14047390222549438,-0.12344955652952194
-0.15894772112369537,-0.12624283134937286
-0.1643877923488617,-0.12861157953739166
-0.14637181162834167,-0.10557576268911362
-0.1441904455423355,-0.12807373702526093
-0.1577233374118805,-0.1321008801460266
-0.16066043078899384,-0.1512804925441742
-0.1412668377161026,-0.16669012606143951
-0.16118043661117554,-0.14817534387111664
-0.15888172388076782,-0.14065343141555786
-0.15668585896492004,-0.12217852473258972
-0.15412607789039612,-0.11682065576314926
-0.14897429943084717,-0.14891743659973145
-0.13953770697116852,-0.08601870387792587
-0.1261342316865921,-0.09924062341451645
-0.13810190558433533,-0.12664248049259186
-0.15897978842258453,-0.1324077695608139
-0.1490297019481659,-0.12439089268445969
-0.16299086809158325,-0.07414451241493225
-0.1454389989376068,-0.054211776703596115
-0.1520114690065384,-0.12506522238254547
-0.15345442295074463,-0.07401406019926071
-0.1484142690896988,-0.0749790370464325
-0.151283860206604,-0.1477997601032257
-0.16257549822330475,-0.07901173084974289
-0.1398266851902008,-0.08288486301898956
-0.14861230552196503,-0.07873443514108658
-0.14577220380306244,-0.06214533746242523
-0.1594669073820114,-0.10408420860767365
-0.1496356725692749,-0.09269682317972183
-0.16541363298892975,-0.12821300327777863
-0.15044741332530975,-0.11816679686307907
-0.17093685269355774,-0.12623345851898193
-0.15643152594566345,-0.09537876397371292
-0.1621198207139969,-0.0940636619925499
-0.16219858825206757,-0.1104162409901619
-0.147992804646492,-0.09124118089675903
-0.16387203335762024,-0.12017060071229935
-0.16182854771614075,-0.06010720133781433
-0.16095098853111267,-0.10247884690761566
-0.14806051552295685,-0.0951187014579773
-0.1504746824502945,-0.08181584626436234
-0.16576270759105682,-0.10803049057722092
-0.15950125455856323,-0.09223179519176483
-0.16956034302711487,-0.10134423524141312
-0.16856758296489716,-0.11683209240436554
-0.17170275747776031,-0.11637202650308609
-0.150259867310524,-0.08100586384534836
-0.16344456374645233,-0.05401136353611946
-0.15437433123588562,-0.07453389465808868
-0.1554766297340393,-0.10791581869125366
-0.14475257694721222,-0.09581747651100159
-0.14942845702171326,-0.05458353832364082
-0.1578795462846756,-0.03941738232970238
-0.17894916236400604,-0.09316211938858032
-0.1533709466457367,-0.11746124178171158
-0.15778926014900208,-0.11709216237068176
-0.15790234506130219,-0.11029073596000671
-0.12382414191961288,-0.07259535044431686
-0.15768925845623016,-0.10622971504926682
-0.1603257954120636,-0.09919863194227219
-0.14940287172794342,-0.07362458109855652
-0.1443578004837036,-0.1047530397772789
-0.17496636509895325,-0.10460623353719711
-0.16034336388111115,-0.0550706721842289
-0.15804614126682281,-0.1152140274643898
-0.15536753833293915,-0.10210403054952621
-0.1503443568944931,-0.12227537482976913
-0.16401532292366028,-0.12085489183664322
-0.15541139245033264,-0.10261975973844528
-0.14639538526535034,-0.12129340320825577
-0.14103029668331146,-0.12611158192157745
-0.15827246010303497,-0.1293073445558548
-0.16035708785057068,-0.11187385022640228
-0.1621444672346115,-0.11672529578208923
-0.168892964720726,-0.11841549724340439
-0.1771208941936493,-0.09919198602437973
-0.15874823927879333,-0.11923398822546005
-0.16407617926597595,-0.10557921230792999
-0.17696435749530792,-0.10423802584409714
-0.16698229312896729,-0.08632059395313263
-0.1726827174425125,-0.10250001400709152
-0.16558639705181122,-0.09132330864667892
-0.1702849119901657,-0.0802278071641922
-0.16385489702224731,-0.025376180186867714
-0.175542950630188,-0.02689468115568161
-0.15357927978038788,-0.05751867592334747
-0.16381947696208954,-0.025469260290265083
-0.17749238014221191,-0.06636746227741241
-0.16122350096702576,-0.056414633989334106
