epoch,custom_loss_function,loss,mean_absolute_error,mean_squared_error,val_custom_loss_function,val_loss,val_mean_absolute_error,val_mean_squared_error
0,0.20477759838104248,0.0044617378152906895,0.04520375281572342,0.0044617378152906895,0.1125430017709732,0.001364412484690547,0.025632459670305252,0.001364412484690547
1,0.19716790318489075,0.004209129139780998,0.04383739084005356,0.004209129139780998,0.11224137246608734,0.0013735838001593947,0.025638174265623093,0.0013735838001593947
2,0.19674834609031677,0.0041823615320026875,0.04378076270222664,0.0041823615320026875,0.11310812085866928,0.0013398303417488933,0.025602594017982483,0.0013398303417488933
3,0.19664080440998077,0.004158423747867346,0.04372851550579071,0.004158423747867346,0.11786199361085892,0.001459895633161068,0.02692951261997223,0.001459895633161068
4,0.195924773812294,0.004126564599573612,0.04363863915205002,0.004126564599573612,0.11462197452783585,0.0013410325627774,0.02584201656281948,0.0013410325627774
5,0.1957152783870697,0.004080426879227161,0.0435306653380394,0.004080426879227161,0.12550435960292816,0.001506150932982564,0.028163325041532516,0.001506150932982564
6,0.1956859529018402,0.004071579314768314,0.04354654252529144,0.004071579314768314,0.12023969739675522,0.0014119395054876804,0.02698148973286152,0.0014119395054876804
7,0.1951916515827179,0.004033597186207771,0.043407537043094635,0.004033597186207771,0.11662941426038742,0.0014245789498090744,0.02633422613143921,0.0014245789498090744
8,0.19399666786193848,0.003989767748862505,0.04326063394546509,0.003989767748862505,0.12807011604309082,0.0015229941345751286,0.02850971929728985,0.0015229941345751286
9,0.19226861000061035,0.0038931795861572027,0.04284654185175896,0.0038931795861572027,0.1206027939915657,0.0015041950391605496,0.027034901082515717,0.0015041950391605496
10,0.1916370987892151,0.0038271532393991947,0.04280880093574524,0.0038271532393991947,0.125831738114357,0.0016721348511055112,0.027942432090640068,0.0016721348511055112
11,0.19103378057479858,0.0038063370157033205,0.04260749742388725,0.0038063370157033205,0.13243156671524048,0.0017687153303995728,0.029154783114790916,0.0017687153303995728
12,0.18986327946186066,0.0037790334317833185,0.04240066185593605,0.0037790334317833185,0.12550029158592224,0.0017325486987829208,0.027926288545131683,0.0017325486987829208
13,0.18943002820014954,0.0037448422517627478,0.0423252172768116,0.0037448422517627478,0.11960570514202118,0.0013962791999801993,0.026739658787846565,0.0013962791999801993
14,0.18848268687725067,0.003702407004311681,0.042113810777664185,0.003702407004311681,0.1282331347465515,0.0018147724913433194,0.028307335451245308,0.0018147724913433194
15,0.18900460004806519,0.003686919342726469,0.04223276674747467,0.003686919342726469,0.1296885907649994,0.001834055525250733,0.028803842142224312,0.001834055525250733
16,0.18781022727489471,0.003647203790023923,0.04200584441423416,0.003647203790023923,0.13337424397468567,0.0018063085153698921,0.029329735785722733,0.0018063085153698921
